日期,編號,項目,狀態,負責人,備註,單位,客戶,耗時分鐘,金額
0722,L268453,A 類,不合格,OP-116,已回報,品保,捷欣,21,10.45
0720,L260591,其他,已結案,OP-129,已回報,資材,永利,214,2.79
2026/7/23,L268351,B 類,已結案,OP-104,,營運,永利,34,67.16
6月22日,L267039,B 類,不合格,OP-120,待確認,營運,永利,133,27.12
2026/6/18,L267047,C 類,合格,OP-122,已回報,研發,永利,18,95.42
2026/6/29,L267916,C 類,合格,OP-134,待確認,品保,東昇,141,58.12
2026/7/16,L268187,A 類,,OP-142,,製造,大宏,181,44.81
7月23日,L267685,A 類,已結案,OP-126,,營運,順發,155,73.79
2026/6/10,L268152,B 類,不合格,OP-145,,品保,大宏,190,39.09
6月23日,L260020,B 類,,OP-104,待確認,資材,大宏,88,66.64
2026/6/21,L263930,A 類,已結案,OP-116,,品保,捷欣,232,94.8
2026/6/5,L262370,其他,待處理,OP-124,已回報,資材,捷欣,65,49.69
0727,L269664,其他,待處理,OP-139,,製造,東昇,167,1.02
6月11日,L266053,A 類,已結案,OP-146,已回報,營運,東昇,91,5.43
6月4日,L269482,B 類,,OP-128,,製造,永利,38,15.81
0628,L267691,A 類,,OP-105,已回報,研發,捷欣,110,40.48
2026/6/15,L266792,C 類,不合格,OP-137,待確認,營運,力鋼,43,34.13
7月28日,L262064,其他,,OP-102,,研發,永利,218,95.39
0713,L269723,C 類,待處理,OP-115,,營運,力鋼,178,64.78
0720,L269445,A 類,,OP-108,,研發,永利,112,79.6
6月25日,L264523,C 類,,OP-108,,資材,順發,55,83.84
2026/6/1,L262232,B 類,不合格,OP-131,已回報,營運,永利,44,58.67
2026/6/21,L267482,C 類,不合格,OP-137,,品保,永利,64,44.93
6月2日,L260289,C 類,不合格,OP-137,,製造,順發,32,41.69
7月30日,L264393,C 類,待處理,OP-141,,品保,大宏,15,86.95
7月16日,L268515,C 類,不合格,OP-127,,營運,大宏,47,38.56
0625,L264512,A 類,合格,OP-114,待確認,研發,順發,190,94.93
0615,L265168,B 類,不合格,OP-126,,品保,捷欣,7,49.16
7月15日,L269426,C 類,不合格,OP-101,待確認,資材,順發,84,68.99
2026/7/7,L265482,B 類,已結案,OP-111,待確認,營運,永利,195,75.92
7月14日,L266664,其他,不合格,OP-141,待確認,品保,力鋼,54,51.23
2026/6/10,L265230,A 類,合格,OP-115,已回報,品保,大宏,206,24.34
6月24日,L262441,A 類,不合格,OP-119,,製造,順發,4,13.56
2026/6/27,L262771,其他,合格,OP-119,待確認,資材,力鋼,197,30.13
2026/7/14,L267939,C 類,,OP-121,已回報,製造,順發,130,74.61
2026/7/11,L265652,C 類,,OP-148,,營運,東昇,54,59.47
6月2日,L269729,B 類,,OP-131,,研發,順發,132,59.34
6月14日,L261755,A 類,,OP-109,待確認,研發,東昇,81,35.88
2026/7/12,L261124,C 類,不合格,OP-123,,製造,力鋼,157,46.44
6月11日,L268970,C 類,已結案,OP-131,已回報,品保,力鋼,17,11.37
0622,L263532,B 類,不合格,OP-133,,營運,東昇,131,19.08
0610,L261955,B 類,合格,OP-114,待確認,資材,永利,201,69.59
6月9日,L260346,A 類,,OP-107,,營運,力鋼,46,75.96
0621,L269543,C 類,待處理,OP-103,,資材,捷欣,172,11.61
7月26日,L263727,其他,,OP-139,,製造,力鋼,157,80.42
0728,L264069,C 類,待處理,OP-124,,品保,捷欣,200,56.69
0701,L265966,A 類,,OP-129,已回報,營運,大宏,62,86.61
2026/6/21,L269011,A 類,待處理,OP-111,已回報,資材,永利,192,90.34
2026/6/5,L264366,C 類,不合格,OP-103,,品保,永利,196,29.65
2026/7/22,L262824,A 類,,OP-136,已回報,資材,大宏,147,51.54
2026/7/18,L260172,C 類,,OP-147,,製造,順發,160,71.33
0619,L266652,其他,,OP-147,,製造,力鋼,4,90.39
0701,L261079,C 類,已結案,OP-118,已回報,研發,力鋼,42,15.2
0605,L263586,C 類,待處理,OP-137,,營運,東昇,172,72.3
7月7日,L262367,C 類,合格,OP-129,已回報,研發,順發,95,53.44
2026/6/28,L269652,B 類,合格,OP-105,,資材,大宏,2,46.43
0723,L261480,B 類,待處理,OP-128,,研發,力鋼,146,29.38
2026/7/2,L265054,其他,待處理,OP-127,待確認,營運,力鋼,1,15.34
2026/6/12,L267717,C 類,合格,OP-110,已回報,資材,大宏,137,25.12
0617,L269932,B 類,,OP-113,待確認,製造,永利,142,25.18
2026/6/14,L262054,B 類,不合格,OP-129,待確認,資材,永利,30,77.67
0706,L263342,B 類,合格,OP-110,已回報,研發,捷欣,220,85.92
0605,L263972,其他,待處理,OP-124,,研發,永利,178,52.52
0627,L269437,A 類,,OP-102,已回報,研發,永利,220,89.26
6月6日,L266066,其他,待處理,OP-111,,營運,捷欣,129,17.38
6月19日,L261946,C 類,,OP-103,待確認,資材,永利,130,14.03
7月19日,L264237,B 類,不合格,OP-139,,研發,順發,90,80.72
7月22日,L262264,A 類,不合格,OP-131,,品保,東昇,90,13.86
6月19日,L262821,B 類,待處理,OP-101,待確認,研發,永利,61,94.08
2026/7/29,L261310,其他,已結案,OP-139,,資材,永利,216,3.51
0608,L262119,C 類,待處理,OP-129,待確認,製造,捷欣,33,96.49
2026/7/1,L263882,其他,合格,OP-126,待確認,研發,大宏,128,71.13
0713,L262857,其他,合格,OP-123,,品保,大宏,46,10.97
7月29日,L264986,其他,不合格,OP-143,已回報,研發,大宏,223,10.45
2026/7/14,L264970,A 類,已結案,OP-104,,研發,大宏,112,64.05
0607,L265639,B 類,待處理,OP-122,待確認,研發,捷欣,187,37.19
0705,L266654,其他,待處理,OP-123,待確認,研發,捷欣,135,45.07
0717,L262026,B 類,合格,OP-119,,製造,大宏,93,79.98
0713,L263758,A 類,合格,OP-115,已回報,研發,永利,162,78.13
6月30日,L262539,B 類,已結案,OP-127,已回報,製造,永利,98,9.1
6月28日,L266362,其他,,OP-137,,品保,永利,68,17.27
0611,L264567,其他,合格,OP-116,已回報,製造,大宏,228,18.19
6月25日,L264113,C 類,,OP-133,待確認,研發,順發,211,26.18
2026/7/14,L262588,C 類,合格,OP-123,,資材,大宏,143,73.77
2026/7/4,L267723,C 類,合格,OP-123,,製造,東昇,118,50.6
6月12日,L261054,A 類,不合格,OP-121,,資材,力鋼,218,19.51
0707,L260584,其他,,OP-108,,製造,力鋼,40,37.98
6月26日,L260962,其他,合格,OP-124,,營運,東昇,134,91.5
0609,L262545,B 類,待處理,OP-145,,資材,捷欣,79,16.76
2026/6/26,L268980,A 類,已結案,OP-107,待確認,資材,東昇,193,10.09
2026/7/3,L263873,A 類,,OP-117,已回報,研發,大宏,20,49.65
0618,L264236,C 類,,OP-121,,製造,大宏,2,7.22
0707,L260086,B 類,合格,OP-144,,製造,力鋼,198,29.88
2026/6/3,L262258,C 類,合格,OP-113,,製造,永利,88,15.36
6月21日,L263053,其他,,OP-142,,品保,大宏,93,71.71
2026/6/12,L263597,A 類,,OP-115,,資材,東昇,189,88.89
0607,L265431,B 類,合格,OP-130,,製造,東昇,220,74.26
2026/6/1,L262782,C 類,待處理,OP-134,已回報,研發,東昇,143,24.5
2026/7/18,L264818,C 類,合格,OP-140,,資材,大宏,16,0.38
0611,L262216,C 類,合格,OP-129,,營運,永利,71,70.41
0606,L262549,B 類,待處理,OP-112,待確認,品保,順發,186,47.26
0717,L261539,其他,,OP-133,已回報,製造,順發,56,49.93
2026/7/13,L261411,其他,合格,OP-138,待確認,品保,捷欣,129,36.39
0725,L262724,其他,合格,OP-139,,製造,大宏,74,11.56
0706,L265940,C 類,,OP-122,,營運,大宏,101,59.15
6月11日,L261750,C 類,已結案,OP-137,待確認,資材,捷欣,235,64.83
0702,L262590,A 類,不合格,OP-122,已回報,資材,捷欣,201,39.33
2026/7/6,L263664,A 類,不合格,OP-115,,營運,永利,111,31.96
0620,L262872,C 類,,OP-139,,品保,力鋼,159,93.44
0723,L266762,A 類,,OP-126,,研發,順發,115,44.01
7月5日,L265898,A 類,合格,OP-105,,營運,東昇,108,29.04
7月4日,L261311,C 類,不合格,OP-113,,資材,東昇,93,40.28
2026/6/25,L267667,其他,,OP-125,已回報,製造,永利,49,0.88
7月1日,L264446,其他,合格,OP-134,,資材,大宏,79,5.47
2026/6/28,L262853,A 類,合格,OP-132,,資材,順發,148,29.78
7月21日,L269058,C 類,,OP-117,待確認,品保,大宏,226,49.69
2026/6/7,L269412,B 類,合格,OP-120,待確認,營運,大宏,178,73.6
7月18日,L261318,A 類,,OP-136,,營運,捷欣,100.0,83.18
0617,L260261,C 類,不合格,OP-138,,品保,永利,143,56.49
6月12日,L264091,C 類,已結案,OP-109,已回報,品保,力鋼,6,85.87
2026/7/29,L264579,B 類,不合格,OP-135,已回報,研發,永利,107,1.3
6月9日,L267330,C 類,不合格,OP-139,已回報,資材,順發,93,23.28
6月15日,L269116,C 類,已結案,OP-143,,製造,東昇,177,86.9
0626,L261841,B 類,已結案,OP-105,待確認,品保,力鋼,3,75.71
6月23日,L264933,C 類,不合格,OP-137,,品保,捷欣,13,41.66
0621,L266559,其他,已結案,OP-104,已回報,研發,順發,25,14.95
6月11日,L269236,C 類,已結案,OP-120,,資材,大宏,117,62.47
6月2日,L269829,其他,,OP-136,,營運,捷欣,3,34.9
2026/7/20,L263040,其他,合格,OP-107,,製造,捷欣,17,14.26
2026/6/15,L267738,B 類,已結案,OP-123,,品保,永利,117,82.1
7月6日,L266428,A 類,合格,OP-132,,製造,大宏,160,26.95
2026/6/24,L269164,C 類,,OP-144,,研發,順發,23,30.58
7月28日,L268710,A 類,,OP-117,,研發,力鋼,165,42.68
6月7日,L260424,A 類,已結案,OP-115,已回報,品保,東昇,41,48.04
0614,L269330,其他,已結案,OP-110,,資材,力鋼,216,80.68
7月7日,L265617,其他,合格,OP-118,,製造,大宏,153,47.76
2026/7/16,L267995,C 類,不合格,OP-108,,研發,力鋼,102,55.95
2026/6/11,L269237,其他,,OP-130,待確認,營運,大宏,29,80.93
2026/6/1,L269469,B 類,待處理,OP-130,,品保,永利,204,79.71
0620,L269785,其他,待處理,OP-117,,研發,順發,152,48.61
2026/7/13,L261337,A 類,合格,OP-147,已回報,品保,大宏,196,90.51
0623,L264118,A 類,待處理,OP-112,待確認,研發,永利,126,0.67
0623,L267665,B 類,不合格,OP-112,,研發,順發,199,2.71
6月9日,L268687,A 類,不合格,OP-107,已回報,研發,永利,212,48.09
2026/6/18,L269558,其他,待處理,OP-114,,研發,力鋼,84,52.86
0616,L268789,C 類,合格,OP-105,已回報,資材,大宏,214,4.32
0710,L265981,C 類,合格,OP-138,,資材,大宏,105,93.24
7月7日,L268850,C 類,,OP-144,,研發,順發,44,30.84
2026/6/21,L263660,B 類,合格,OP-105,,品保,永利,41,23.73
2026/7/17,L267663,C 類,已結案,OP-133,,製造,力鋼,66,82.36
6月17日,L265517,A 類,合格,OP-110,,製造,力鋼,186,15.61
2026/7/5,L267984,B 類,,OP-122,待確認,研發,大宏,189,41.76
2026/6/4,L268252,其他,合格,OP-115,已回報,營運,力鋼,127,96.23
2026/6/19,L264882,C 類,不合格,OP-143,,營運,永利,240,79.22
2026/6/12,L267810,其他,合格,OP-133,待確認,資材,東昇,215,70.86
2026/7/5,L266873,A 類,待處理,OP-148,待確認,研發,永利,12,10.22
6月14日,L260917,其他,,OP-124,,製造,捷欣,83,62.31
2026/7/19,L267695,A 類,待處理,OP-125,待確認,研發,大宏,178,32.18
2026/6/17,L262372,A 類,合格,OP-111,已回報,資材,大宏,76,26.72
6月15日,L264255,其他,,OP-140,,製造,力鋼,139,83.53
7月24日,L265544,B 類,不合格,OP-130,待確認,製造,順發,67,31.75
0602,L261892,其他,不合格,OP-147,,研發,永利,11,0.76
2026/7/5,L264796,C 類,不合格,OP-125,,營運,大宏,134,16.78
6月29日,L269483,B 類,不合格,OP-135,已回報,品保,永利,142,43.77
6月27日,L262059,其他,,OP-106,已回報,研發,東昇,207,33.6
0707,L269314,其他,已結案,OP-112,待確認,資材,捷欣,20,82.96
2026/6/18,L263666,A 類,不合格,OP-105,,研發,永利,89,2.13
7月20日,L267191,A 類,待處理,OP-103,,品保,力鋼,217,50.82
2026/6/13,L266918,B 類,,OP-142,已回報,製造,永利,33,70.61
7月27日,L261446,A 類,已結案,OP-104,,製造,大宏,19,85.4
7月25日,L261817,B 類,合格,OP-120,,資材,東昇,16,60.25
6月6日,L262864,其他,已結案,OP-111,,營運,永利,14200.0,50.23
2026/6/7,L265591,C 類,已結案,OP-117,已回報,營運,大宏,87,97.69
6月19日,L265716,C 類,合格,OP-128,已回報,製造,大宏,47,56.3
0727,L260091,C 類,不合格,OP-110,待確認,研發,順發,107,72.38
7月7日,L264555,其他,待處理,OP-108,,品保,永利,152,49.07
0703,L267064,其他,待處理,OP-121,已回報,品保,東昇,65,69.52
0716,L264678,其他,合格,OP-141,待確認,營運,永利,221,59.05
0615,L267583,其他,,OP-102,,營運,力鋼,143,78.26
7月23日,L266274,B 類,,OP-142,待確認,營運,大宏,73,32.13
0719,L267331,C 類,合格,OP-147,,營運,捷欣,38,13.68
0708,L267226,A 類,合格,OP-148,,研發,順發,187,90.21
0613,L260730,其他,,OP-129,,品保,永利,15,21.19
0701,L265863,C 類,,OP-135,已回報,品保,永利,212,58.19
2026/6/24,L263429,B 類,待處理,OP-121,,研發,力鋼,107,89.54
0729,L261779,其他,已結案,OP-130,,營運,永利,210,86.09
2026/7/30,L265354,C 類,,OP-120,,研發,永利,116,34.85
7月26日,L266028,A 類,合格,OP-112,已回報,製造,順發,228,29.98
6月2日,L266557,C 類,不合格,OP-121,,製造,大宏,19,70.95
2026/6/1,L262416,其他,合格,OP-148,,製造,力鋼,170,31.3
7月25日,L268170,B 類,待處理,OP-126,待確認,研發,順發,74,21.38
2026/6/1,L267065,A 類,不合格,OP-143,待確認,品保,捷欣,69,50.63
2026/7/30,L266240,C 類,待處理,OP-115,,營運,順發,175,53.03
6月8日,L262940,A 類,待處理,OP-116,已回報,資材,順發,200,35.27
7月24日,L260972,B 類,,OP-101,,資材,大宏,133,65.33
2026/7/28,L266951,A 類,不合格,OP-126,,研發,順發,90,31.29
0607,L267076,C 類,,OP-107,,研發,永利,9,88.61
0704,L263260,C 類,,OP-142,已回報,研發,永利,79,10.6
0630,L261487,A 類,不合格,OP-117,,營運,東昇,106,39.14
0629,L263516,其他,不合格,OP-107,,資材,大宏,211,55.42
6月6日,L261914,A 類,已結案,OP-131,待確認,資材,順發,168,29.73
2026/6/29,L261557,B 類,不合格,OP-130,,資材,永利,19,80.8
0619,L268134,C 類,已結案,OP-121,,資材,力鋼,18,75.98
7月17日,L266331,B 類,合格,OP-138,,品保,力鋼,70,55.12
6月11日,L263218,其他,不合格,OP-112,,研發,捷欣,26,32.59
6月5日,L266332,A 類,,OP-145,,資材,東昇,5,8.25
0611,L260987,A 類,,OP-144,待確認,製造,永利,192,88.93
2026/7/10,L266759,C 類,,OP-148,,營運,順發,226,7.44
2026/6/16,L261231,其他,,OP-142,,製造,東昇,192,61.89
0701,L268392,B 類,不合格,OP-144,已回報,資材,順發,29,56.21
0726,L261198,C 類,,OP-115,已回報,製造,捷欣,151,60.48
7月9日,L267153,C 類,,OP-107,,製造,大宏,157,1.88
0708,L263052,B 類,待處理,OP-136,待確認,製造,順發,216,67.97
6月26日,L268465,C 類,不合格,OP-135,已回報,品保,東昇,133,59.19
0606,L266120,A 類,不合格,OP-107,,研發,東昇,146,54.86
0719,L263114,B 類,已結案,OP-126,已回報,營運,力鋼,157,61.45
7月25日,L260823,其他,已結案,OP-137,待確認,品保,大宏,114,75.45
7月20日,L268454,B 類,合格,OP-104,,品保,永利,32,96.33
0728,L261088,B 類,已結案,OP-117,,製造,力鋼,83,1.74
0705,L262145,B 類,合格,OP-106,,營運,力鋼,207,9.71
7月23日,L260953,C 類,合格,OP-146,,製造,捷欣,204,33.76
0705,L265970,C 類,,OP-121,已回報,營運,力鋼,188,66.9
2026/7/19,L263498,C 類,不合格,OP-105,,品保,力鋼,144,80.77
0615,L262939,其他,不合格,OP-139,,製造,順發,176,36.13
2026/7/28,L266010,A 類,已結案,OP-141,待確認,製造,順發,156,29.2
7月16日,L266357,A 類,已結案,OP-112,,品保,順發,133,51.36
0709,L260113,C 類,待處理,OP-112,,研發,力鋼,82,30.36
7月10日,L260881,B 類,已結案,OP-112,待確認,資材,捷欣,176,46.34
0629,L262984,A 類,,OP-106,,製造,順發,40,1.61
0626,L268495,C 類,,OP-137,已回報,營運,永利,135,45.67
7月11日,L264017,A 類,,OP-133,,營運,大宏,192,32.75
0602,L265239,A 類,,OP-139,,研發,永利,61,33.97
2026/7/16,L260427,A 類,不合格,OP-147,,研發,大宏,100,78.83
7月13日,L260650,B 類,,OP-116,,品保,力鋼,110,81.4
2026/7/19,L268119,C 類,不合格,OP-112,,製造,捷欣,130,82.64
6月17日,L265183,C 類,已結案,OP-110,,營運,永利,88,69.53
7月8日,L267048,其他,合格,OP-138,待確認,品保,捷欣,226,20.93
0702,L263479,C 類,,OP-127,,資材,力鋼,17,84.11
0702,L265352,B 類,已結案,OP-128,,營運,捷欣,59,3.5
2026/7/19,L260418,其他,不合格,OP-116,,製造,永利,205,50.35
7月27日,L264099,其他,待處理,OP-118,待確認,營運,力鋼,68,37.85
2026/7/7,L261655,A 類,已結案,OP-133,待確認,品保,捷欣,149,26.93
7月25日,L261794,A 類,不合格,OP-145,,營運,順發,200,76.76
0724,L269232,B 類,,OP-108,已回報,營運,力鋼,84,29.73
0711,L267260,C 類,,OP-142,,品保,永利,170,38.71
0717,L269278,A 類,已結案,OP-102,待確認,品保,力鋼,116,36.77
0605,L261997,C 類,合格,OP-108,待確認,製造,永利,129,75.79
2026/6/10,L265646,A 類,已結案,OP-114,,品保,大宏,213,60.16
2026/6/1,L266410,C 類,待處理,OP-144,待確認,研發,東昇,239,28.3
2026/6/11,L262976,其他,,OP-144,待確認,品保,大宏,92,58.26
7月6日,L265337,B 類,待處理,OP-107,,資材,捷欣,146,18.41
2026/7/9,L260740,其他,,OP-127,,品保,東昇,108,23.99
0706,L261281,B 類,待處理,OP-107,,製造,捷欣,20,29.77
6月8日,L269860,C 類,,OP-116,,資材,永利,80,19.4
0709,L267154,C 類,不合格,OP-101,,資材,東昇,231,74.45
2026/6/30,L268321,其他,,OP-110,已回報,製造,大宏,53,54.37
2026/6/10,L260392,C 類,已結案,OP-139,,營運,東昇,32,89.34
2026/7/9,L267859,C 類,,OP-126,,營運,力鋼,121,4.04
2026/6/20,L266377,B 類,待處理,OP-104,待確認,製造,力鋼,167,27.51
0604,L266780,B 類,,OP-108,已回報,營運,順發,79,56.1
0707,L266796,C 類,待處理,OP-144,,品保,捷欣,18,77.24
0710,L262282,其他,不合格,OP-101,,營運,力鋼,93,86.45
2026/7/22,L267461,A 類,,OP-145,,營運,大宏,93,38.63
7月30日,L267240,C 類,合格,OP-102,待確認,營運,力鋼,149,28.73
7月20日,L264137,B 類,合格,OP-116,已回報,營運,捷欣,92,80.04
2026/7/5,L268948,B 類,不合格,OP-110,待確認,營運,東昇,183,13.54
0620,L269446,A 類,合格,OP-131,待確認,品保,東昇,45,87.72
0719,L269071,C 類,待處理,OP-140,,製造,東昇,188,50.37
7月2日,L262430,A 類,,OP-117,待確認,研發,力鋼,94,69.49
2026/7/1,L266578,C 類,,OP-118,待確認,營運,順發,145,50.21
0724,L262125,A 類,,OP-126,已回報,製造,大宏,24,48.29
6月23日,L268652,B 類,,OP-138,,製造,大宏,24,60.06
6月16日,L268522,其他,合格,OP-145,待確認,營運,順發,198,62.84
0614,L260773,A 類,,OP-135,待確認,營運,大宏,75,5.91
2026/6/16,L264763,C 類,合格,OP-144,,品保,順發,194,0.2
0716,L266626,C 類,合格,OP-101,,研發,大宏,99,31.51
6月2日,L264297,A 類,待處理,OP-115,,營運,東昇,53,21.88
0717,L269141,其他,,OP-134,,品保,順發,213,53.4
2026/7/13,L265381,A 類,合格,OP-110,待確認,營運,東昇,153,93.49
0610,L261776,B 類,已結案,OP-128,,研發,東昇,56,19.09
2026/7/7,L265158,B 類,待處理,OP-119,待確認,品保,永利,5,52.95
2026/7/3,L260565,B 類,,OP-131,待確認,製造,大宏,235,39.55
0624,L264543,C 類,不合格,OP-109,,資材,大宏,50,47.85
7月9日,L260279,其他,已結案,OP-140,已回報,品保,永利,232,41.63
6月1日,L268474,A 類,待處理,OP-105,,資材,捷欣,37,97.12
7月17日,L266721,其他,待處理,OP-136,,品保,東昇,69,30.02
6月10日,L263721,其他,不合格,OP-110,,品保,順發,51,29.65
6月1日,L265894,A 類,已結案,OP-111,,營運,力鋼,179,65.85
2026/6/23,L263812,B 類,,OP-132,,資材,力鋼,180,94.31
0715,L261472,B 類,已結案,OP-109,已回報,研發,力鋼,164,28.19
2026/7/6,L263851,B 類,已結案,OP-105,已回報,品保,力鋼,139,97.13
0604,L266012,C 類,,OP-142,,資材,大宏,30,72.18
6月13日,L267499,其他,不合格,OP-115,,營運,順發,71,2.03
7月2日,L261712,其他,已結案,OP-147,,資材,力鋼,93,75.07
2026/7/8,L262028,B 類,待處理,OP-140,已回報,品保,大宏,106,78.97
7月26日,L265342,B 類,不合格,OP-124,待確認,研發,捷欣,67,72.02
0618,L260249,B 類,,OP-112,,資材,順發,133,83.41
2026/6/14,L267769,A 類,,OP-113,,資材,東昇,159,66.83
0625,L268759,其他,合格,OP-145,,營運,力鋼,50,18.74
0702,L266422,A 類,不合格,OP-140,,製造,東昇,214,84.68
2026/6/7,L262274,A 類,,OP-113,已回報,研發,東昇,216,31.71
0622,L265676,B 類,已結案,OP-110,待確認,營運,力鋼,33,27.39
2026/7/8,L265890,C 類,已結案,OP-117,已回報,營運,永利,97,12.69
2026/6/20,L263828,C 類,,OP-101,,品保,東昇,173,74.61
0705,L267172,B 類,待處理,OP-104,已回報,營運,大宏,167,11.39
6月15日,L263538,C 類,合格,OP-114,,品保,永利,160,77.71
0708,L268453,B 類,合格,OP-128,,營運,捷欣,17,43.82
0625,L263014,C 類,合格,OP-115,,營運,東昇,128,62.49
0618,L264133,C 類,已結案,OP-114,,營運,東昇,26,33.78
0705,L260152,A 類,已結案,OP-117,待確認,製造,力鋼,191,42.98
2026/6/19,L262623,A 類,,OP-106,待確認,研發,永利,51,52.14
6月15日,L264848,C 類,待處理,OP-121,待確認,製造,永利,29,66.13
7月22日,L266356,B 類,,OP-133,待確認,品保,順發,12,1.68
7月24日,L268053,其他,待處理,OP-111,已回報,製造,大宏,67,55.43
6月19日,L269363,C 類,合格,OP-118,已回報,品保,大宏,94,12.64
0613,L264182,C 類,合格,OP-130,,製造,大宏,99,32.7
0608,L260270,C 類,待處理,OP-114,,資材,捷欣,68,16.05
7月1日,L260475,A 類,待處理,OP-107,待確認,研發,捷欣,130,35.65
0624,L262892,B 類,不合格,OP-108,,資材,力鋼,164,75.65
2026/6/6,L262114,B 類,不合格,OP-121,,製造,捷欣,8,17.81
0611,L265840,C 類,待處理,OP-118,已回報,營運,力鋼,177,92.43
0722,L262764,B 類,合格,OP-107,,研發,永利,147,17.36
2026/7/23,L267530,C 類,已結案,OP-104,待確認,製造,力鋼,22,39.22
2026/6/6,L269549,C 類,已結案,OP-110,,資材,永利,31,57.04
2026/7/22,L266321,A 類,已結案,OP-114,,營運,永利,194,12.39
2026/7/14,L269717,C 類,,OP-121,,品保,大宏,141,76.88
6月18日,L260840,其他,合格,OP-148,已回報,品保,力鋼,229,32.81
0621,L267067,A 類,待處理,OP-110,已回報,資材,大宏,138,65.05
0730,L261358,A 類,,OP-120,,品保,大宏,22,0.65
6月22日,L264218,C 類,不合格,OP-103,已回報,製造,力鋼,22,31.33
2026/7/12,L262799,C 類,已結案,OP-110,,研發,東昇,89,6.23
0625,L267077,A 類,已結案,OP-121,,製造,東昇,34,56.64
6月11日,L266534,其他,待處理,OP-145,,品保,力鋼,197,23.12
2026/6/2,L263776,其他,已結案,OP-134,,研發,東昇,13,34.99
6月30日,L261225,其他,合格,OP-124,,品保,大宏,97,85.57
0614,L265675,其他,合格,OP-120,,品保,力鋼,28,61.45
7月5日,L266323,C 類,待處理,OP-121,,資材,東昇,178,43.4
2026/6/17,L267660,其他,待處理,OP-125,,製造,永利,173,27.21
0628,L260028,C 類,已結案,OP-144,待確認,營運,力鋼,76,85.14
7月4日,L263545,A 類,已結案,OP-101,已回報,品保,順發,22,58.95
0614,L260479,C 類,不合格,OP-140,已回報,資材,大宏,27,18.11
2026/7/7,L261069,C 類,待處理,OP-109,已回報,營運,東昇,14,29.72
2026/7/3,L261950,B 類,,OP-144,,製造,力鋼,172,84.0
2026/6/11,L267687,A 類,,OP-128,待確認,製造,順發,78,6.87
0605,L260088,A 類,,OP-113,,製造,東昇,14,68.98
0712,L266227,A 類,,OP-143,,營運,永利,127,62.54
0722,L268863,其他,,OP-138,已回報,資材,永利,82,61.17
2026/7/15,L265152,B 類,,OP-113,,品保,捷欣,59,86.6
7月19日,L262086,C 類,待處理,OP-120,,營運,永利,229,21.59
2026/6/28,L266877,C 類,,OP-132,已回報,研發,順發,45,33.31
6月22日,L265985,A 類,已結案,OP-148,,品保,大宏,101,20.31
0619,L264768,A 類,,OP-103,,品保,東昇,33,38.56
2026/7/18,L263397,B 類,不合格,OP-131,,營運,東昇,7,94.25
6月27日,L262612,A 類,合格,OP-102,,資材,捷欣,147,71.9
7月9日,L264796,B 類,,OP-133,,資材,永利,221,81.18
2026/7/11,L264761,C 類,不合格,OP-148,,資材,東昇,13,70.09
0617,L268776,B 類,不合格,OP-102,,品保,東昇,151,24.62
2026/6/13,L262915,B 類,,OP-101,,營運,捷欣,79,44.19
2026/6/24,L261671,C 類,已結案,OP-136,,研發,永利,33,63.5
0627,L265069,B 類,合格,OP-135,,營運,永利,131,91.12
2026/7/20,L264698,A 類,待處理,OP-110,,品保,大宏,227,7.54
0626,L264264,C 類,已結案,OP-123,待確認,資材,順發,112,36.22
2026/7/7,L264310,C 類,不合格,OP-110,,研發,力鋼,202,80.05
0715,L265767,A 類,不合格,OP-119,,製造,大宏,139,78.15
0715,L262668,B 類,已結案,OP-131,,研發,捷欣,173,58.53
0714,L269955,A 類,,OP-114,已回報,製造,大宏,53,14.86
6月11日,L269537,B 類,合格,OP-134,,製造,捷欣,108,35.9
2026/6/8,L261053,A 類,,OP-127,,品保,大宏,240,32.12
7月12日,L262557,B 類,待處理,OP-145,待確認,品保,東昇,177,83.61
6月18日,L269433,A 類,已結案,OP-143,待確認,資材,捷欣,217,2.51
0604,L260822,其他,合格,OP-106,已回報,製造,永利,140,37.04
7月13日,L263796,其他,,OP-101,,資材,東昇,105,81.59
2026/7/14,L262137,其他,,OP-114,,研發,大宏,70,27.09
0714,L264095,B 類,,OP-129,待確認,資材,東昇,181,51.7
0708,L268056,C 類,待處理,OP-125,待確認,研發,力鋼,10,59.1
2026/6/18,L267252,其他,已結案,OP-137,待確認,營運,東昇,160,71.68
2026/6/10,L264360,其他,,OP-131,已回報,品保,東昇,123,71.95
2026/6/1,L267622,B 類,不合格,OP-143,,資材,順發,89,97.09
2026/7/9,L262814,其他,不合格,OP-102,,製造,永利,6,68.01
0716,L264326,C 類,,OP-101,,品保,東昇,139,6.44
0629,L264877,其他,合格,OP-116,,品保,力鋼,40,51.49
6月13日,L267582,其他,合格,OP-116,,資材,捷欣,154,39.27
2026/7/2,L260991,A 類,,OP-101,待確認,研發,永利,185,73.85
2026/7/29,L269539,B 類,待處理,OP-142,已回報,研發,力鋼,8500.0,48.12
0727,L267155,其他,不合格,OP-140,,製造,捷欣,46,72.45
6月21日,L269425,其他,,OP-108,,製造,力鋼,187,55.82
0727,L268324,A 類,,OP-109,,資材,捷欣,130,16.33
6月8日,L260116,B 類,合格,OP-118,,研發,力鋼,111,23.79
